ID,LAST_NAME,FIRST_NAME,ACTIVE,IMAGE_URL,TEAM,OVERALLATTRIBUTE,CLOSESHOT,MIDRANGESHOT,THREEPOINTSHOT,FREETHROW,SHOTIQ,OFFENSIVECONSISTENCY,LAYUP,STANDINGDUNK,DRIVINGDUNK,POSTHOOK,POSTFADE,POSTCONTROL,DRAWFOUL,HANDS,INTERIORDEFENSE,PERIMETERDEFENSE,STEAL,BLOCK,LATERALQUICKNESS,HELPDEFENSEIQ,PASSPERCEPTION,DEFENSIVECONSISTENCY,SPEED,ACCELERATION,STRENGTH,VERTICAL,STAMINA,HUSTLE,OVERALLDURABILITY,PASSACCURACY,BALLHANDLE,SPEEDWITHBALL,PASSIQ,PASSVISION,OFFENSIVEREBOUND,DEFENSIVEREBOUND
1630245,Dosunmu,Ayo,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630245.png,Chicago Bulls,74,86.0,78.0,74.0,81.0,80.0,80.0,79.0,25.0,75.0,35.0,50.0,42.0,59.0,87.0,38.0,69.0,41.0,52.0,78.0,68.0,69.0,65.0,76.0,76.0,52.0,75.0,85.0,75.0,80.0,72.0,79.0,73.0,79.0,51.0,38.0,48.0
1630678,Taylor,Terry,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630678.png,Chicago Bulls,74,81.0,70.0,74.0,77.0,85.0,75.0,70.0,40.0,45.0,54.0,52.0,58.0,40.0,69.0,54.0,66.0,33.0,67.0,74.0,65.0,40.0,45.0,77.0,77.0,69.0,80.0,85.0,65.0,83.0,60.0,66.0,70.0,62.0,31.0,72.0,52.0
1631207,Terry,Dalen,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631207.png,Chicago Bulls,73,77.0,72.0,74.0,74.0,70.0,65.0,77.0,25.0,80.0,40.0,46.0,42.0,54.0,85.0,43.0,69.0,72.0,51.0,75.0,69.0,70.0,65.0,76.0,76.0,58.0,69.0,85.0,85.0,80.0,76.0,80.0,74.0,78.0,68.0,52.0,59.0
1630637,Jones,Carlik,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630637.png,Chicago Bulls,67,70.0,71.0,74.0,81.0,70.0,45.0,70.0,25.0,30.0,36.0,54.0,32.0,44.0,78.0,37.0,52.0,52.0,40.0,73.0,47.0,44.0,35.0,74.0,74.0,50.0,70.0,80.0,77.0,81.0,70.0,76.0,73.0,70.0,66.0,39.0,44.0
1631171,Lewis,Justin,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631171.png,Chicago Bulls,67,70.0,70.0,72.0,71.0,30.0,35.0,67.0,45.0,75.0,37.0,38.0,50.0,40.0,95.0,60.0,64.0,40.0,44.0,72.0,60.0,50.0,60.0,75.0,75.0,50.0,80.0,85.0,80.0,80.0,50.0,72.0,70.0,70.0,37.0,44.0,49.0
1628378,Mitchell,Donovan,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png,Cleveland Cavaliers,92,98.0,89.0,88.0,90.0,98.0,98.0,97.0,50.0,92.0,37.0,49.0,44.0,98.0,98.0,68.0,75.0,66.0,50.0,86.0,79.0,79.0,75.0,96.0,90.0,60.0,97.0,96.0,95.0,80.0,84.0,90.0,86.0,92.0,75.0,41.0,51.0
1629636,Garland,Darius,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629636.png,Cleveland Cavaliers,86,95.0,78.0,85.0,85.0,95.0,98.0,90.0,25.0,65.0,32.0,37.0,42.0,74.0,95.0,31.0,69.0,53.0,32.0,78.0,69.0,66.0,50.0,88.0,88.0,40.0,84.0,95.0,95.0,80.0,92.0,89.0,88.0,95.0,84.0,32.0,44.0
1630596,Mobley,Evan,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png,Cleveland Cavaliers,85,82.0,83.0,66.0,68.0,98.0,90.0,84.0,85.0,80.0,79.0,72.0,79.0,70.0,95.0,86.0,74.0,38.0,77.0,69.0,86.0,75.0,85.0,72.0,72.0,68.0,81.0,94.0,90.0,80.0,69.0,60.0,66.0,84.0,45.0,80.0,82.0
1628386,Allen,Jarrett,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628386.png,Cleveland Cavaliers,83,95.0,72.0,63.0,73.0,85.0,80.0,79.0,85.0,80.0,82.0,63.0,82.0,74.0,95.0,84.0,41.0,41.0,72.0,53.0,81.0,67.0,80.0,75.0,72.0,84.0,79.0,92.0,80.0,82.0,25.0,35.0,35.0,48.0,34.0,75.0,84.0
1627747,LeVert,Caris,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627747.png,Cleveland Cavaliers,77,74.0,66.0,81.0,72.0,80.0,80.0,84.0,60.0,75.0,52.0,54.0,49.0,79.0,95.0,45.0,74.0,46.0,47.0,77.0,70.0,68.0,60.0,75.0,77.0,54.0,80.0,92.0,80.0,78.0,75.0,86.0,72.0,84.0,67.0,40.0,56.0
1630171,Okoro,Isaac,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630171.png,Cleveland Cavaliers,76,88.0,60.0,79.0,75.0,90.0,65.0,80.0,45.0,75.0,47.0,49.0,50.0,50.0,95.0,68.0,85.0,49.0,56.0,86.0,80.0,82.0,85.0,77.0,77.0,67.0,80.0,89.0,80.0,82.0,69.0,72.0,73.0,69.0,33.0,44.0,48.0
1629622,Strus,Max,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629622.png,Cleveland Cavaliers,76,88.0,79.0,77.0,89.0,90.0,90.0,68.0,35.0,65.0,48.0,58.0,54.0,68.0,85.0,45.0,57.0,37.0,37.0,65.0,50.0,50.0,35.0,76.0,76.0,40.0,74.0,88.0,80.0,85.0,72.0,69.0,74.0,78.0,43.0,37.0,53.0
1629660,Jerome,Ty,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629660.png,Cleveland Cavaliers,75,93.0,87.0,82.0,83.0,75.0,60.0,79.0,40.0,45.0,38.0,37.0,40.0,65.0,80.0,40.0,66.0,41.0,42.0,73.0,65.0,68.0,50.0,69.0,69.0,56.0,62.0,85.0,85.0,80.0,84.0,86.0,68.0,84.0,71.0,29.0,47.0
201937,Rubio,Ricky,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201937.png,Cleveland Cavaliers,75,73.0,60.0,70.0,76.0,85.0,70.0,79.0,25.0,25.0,25.0,40.0,26.0,47.0,92.0,32.0,78.0,76.0,51.0,79.0,76.0,70.0,60.0,75.0,75.0,27.0,60.0,88.0,73.0,80.0,84.0,86.0,75.0,88.0,73.0,35.0,62.0
203526,Neto,Raul,False,https://cdn.nba.com/headshots/nba/latest/1040x760/203526.png,Cleveland Cavaliers,74,88.0,83.0,75.0,74.0,80.0,70.0,78.0,25.0,25.0,43.0,40.0,35.0,64.0,81.0,40.0,73.0,59.0,42.0,75.0,66.0,80.0,70.0,71.0,75.0,51.0,68.0,82.0,85.0,79.0,79.0,79.0,70.0,79.0,67.0,34.0,46.0
1627777,Niang,Georges,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627777.png,Cleveland Cavaliers,73,92.0,73.0,84.0,84.0,80.0,70.0,77.0,25.0,50.0,70.0,71.0,70.0,40.0,74.0,60.0,55.0,37.0,47.0,55.0,62.0,60.0,40.0,44.0,46.0,60.0,72.0,88.0,80.0,84.0,65.0,67.0,44.0,70.0,34.0,33.0,56.0
1629731,Wade,Dean,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629731.png,Cleveland Cavaliers,73,80.0,68.0,81.0,78.0,80.0,70.0,60.0,80.0,75.0,60.0,60.0,64.0,44.0,70.0,50.0,67.0,46.0,57.0,68.0,70.0,68.0,60.0,62.0,62.0,60.0,83.0,80.0,85.0,79.0,38.0,60.0,43.0,55.0,31.0,39.0,67.0
1627745,Jones,Damian,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627745.png,Cleveland Cavaliers,73,85.0,78.0,67.0,76.0,50.0,30.0,70.0,85.0,75.0,52.0,40.0,60.0,35.0,84.0,76.0,40.0,32.0,86.0,42.0,80.0,40.0,65.0,63.0,55.0,80.0,92.0,80.0,80.0,78.0,34.0,35.0,38.0,48.0,28.0,69.0,72.0
1630241,Merrill,Sam,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630241.png,Cleveland Cavaliers,71,60.0,76.0,78.0,89.0,92.0,75.0,64.0,30.0,45.0,30.0,44.0,48.0,55.0,80.0,42.0,60.0,46.0,35.0,64.0,52.0,62.0,45.0,62.0,62.0,44.0,60.0,80.0,60.0,79.0,74.0,76.0,60.0,79.0,43.0,38.0,51.0
1630600,Mobley,Isaiah,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630600.png,Cleveland Cavaliers,70,68.0,70.0,69.0,68.0,65.0,55.0,60.0,60.0,71.0,58.0,57.0,58.0,58.0,90.0,61.0,44.0,41.0,69.0,49.0,55.0,44.0,45.0,58.0,58.0,62.0,69.0,87.0,65.0,80.0,68.0,49.0,44.0,75.0,54.0,60.0,81.0
1629603,Diakite,Mamadi,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1629603.png,Cleveland Cavaliers,69,69.0,69.0,66.0,73.0,65.0,25.0,62.0,75.0,75.0,50.0,44.0,52.0,40.0,80.0,66.0,45.0,70.0,77.0,59.0,69.0,52.0,45.0,74.0,74.0,65.0,78.0,80.0,80.0,80.0,42.0,37.0,44.0,47.0,33.0,56.0,72.0
1629029,Doncic,Luka,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629029.png,Dallas Mavericks,95,98.0,94.0,87.0,85.0,98.0,98.0,98.0,65.0,75.0,85.0,85.0,85.0,98.0,98.0,66.0,74.0,70.0,51.0,75.0,74.0,76.0,75.0,84.0,84.0,72.0,79.0,98.0,98.0,85.0,98.0,98.0,83.0,98.0,98.0,69.0,87.0
202681,Irving,Kyrie,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202681.png,Dallas Mavericks,90,97.0,95.0,84.0,90.0,95.0,98.0,95.0,25.0,30.0,35.0,70.0,64.0,85.0,96.0,32.0,73.0,42.0,56.0,76.0,75.0,86.0,60.0,85.0,85.0,37.0,81.0,97.0,87.0,80.0,88.0,99.0,85.0,89.0,80.0,40.0,56.0
203501,Hardaway Jr.,Tim,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203501.png,Dallas Mavericks,78,77.0,73.0,84.0,76.0,85.0,90.0,74.0,35.0,78.0,36.0,53.0,38.0,70.0,71.0,45.0,70.0,40.0,37.0,75.0,63.0,58.0,40.0,68.0,72.0,55.0,78.0,85.0,83.0,83.0,75.0,78.0,68.0,84.0,36.0,31.0,57.0
203552,Curry,Seth,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203552.png,Dallas Mavericks,77,98.0,96.0,86.0,98.0,85.0,85.0,85.0,25.0,36.0,27.0,35.0,30.0,35.0,69.0,25.0,57.0,43.0,37.0,68.0,54.0,55.0,35.0,78.0,78.0,41.0,68.0,89.0,80.0,80.0,75.0,78.0,77.0,75.0,45.0,31.0,45.0
1630702,Hardy,Jaden,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630702.png,Dallas Mavericks,77,78.0,76.0,81.0,85.0,85.0,95.0,80.0,40.0,80.0,47.0,49.0,49.0,66.0,85.0,34.0,55.0,40.0,47.0,76.0,50.0,51.0,50.0,83.0,83.0,39.0,85.0,84.0,85.0,80.0,75.0,83.0,76.0,75.0,59.0,34.0,58.0
1627884,Jones Jr.,Derrick,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627884.png,Dallas Mavericks,76,70.0,68.0,77.0,83.0,89.0,75.0,79.0,85.0,94.0,50.0,52.0,52.0,66.0,90.0,60.0,59.0,43.0,80.0,71.0,60.0,68.0,30.0,77.0,76.0,59.0,93.0,83.0,90.0,78.0,65.0,68.0,61.0,54.0,30.0,63.0,54.0
1629684,Williams,Grant,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629684.png,Dallas Mavericks,76,89.0,64.0,84.0,80.0,85.0,60.0,77.0,50.0,60.0,59.0,58.0,66.0,50.0,81.0,68.0,58.0,37.0,51.0,70.0,69.0,60.0,65.0,58.0,60.0,73.0,66.0,88.0,85.0,80.0,69.0,66.0,54.0,72.0,36.0,47.0,62.0
203939,Powell,Dwight,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png,Dallas Mavericks,76,85.0,65.0,78.0,68.0,80.0,95.0,70.0,75.0,65.0,77.0,79.0,79.0,83.0,90.0,74.0,45.0,53.0,56.0,58.0,68.0,74.0,65.0,71.0,48.0,80.0,67.0,90.0,95.0,83.0,55.0,60.0,44.0,64.0,32.0,78.0,61.0
1630182,Green,Josh,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630182.png,Dallas Mavericks,76,89.0,74.0,83.0,72.0,60.0,65.0,75.0,30.0,80.0,35.0,34.0,30.0,69.0,95.0,35.0,75.0,42.0,32.0,81.0,79.0,63.0,60.0,86.0,86.0,60.0,80.0,89.0,90.0,83.0,70.0,70.0,72.0,70.0,39.0,46.0,48.0
1626158,Holmes,Richaun,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626158.png,Dallas Mavericks,75,90.0,70.0,62.0,77.0,40.0,40.0,78.0,85.0,75.0,70.0,57.0,70.0,50.0,80.0,75.0,40.0,33.0,63.0,56.0,68.0,55.0,50.0,57.0,55.0,79.0,81.0,80.0,95.0,82.0,42.0,58.0,38.0,54.0,27.0,66.0,67.0
1628467,Kleber,Maxi,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628467.png,Dallas Mavericks,75,52.0,70.0,79.0,66.0,80.0,35.0,73.0,75.0,75.0,67.0,67.0,64.0,40.0,80.0,74.0,72.0,32.0,72.0,72.0,75.0,72.0,75.0,45.0,38.0,79.0,56.0,85.0,85.0,80.0,70.0,64.0,45.0,68.0,33.0,43.0,61.0
202693,Morris,Markieff,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202693.png,Dallas Mavericks,74,83.0,72.0,85.0,74.0,50.0,65.0,67.0,65.0,67.0,68.0,77.0,75.0,40.0,70.0,75.0,42.0,42.0,55.0,50.0,75.0,50.0,55.0,57.0,44.0,84.0,63.0,91.0,77.0,92.0,44.0,42.0,34.0,78.0,43.0,52.0,69.0
203957,Exum,Dante,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203957.png,Dallas Mavericks,71,66.0,70.0,75.0,74.0,70.0,35.0,75.0,25.0,60.0,28.0,55.0,40.0,63.0,85.0,27.0,79.0,49.0,56.0,79.0,78.0,74.0,75.0,79.0,82.0,48.0,77.0,80.0,85.0,83.0,75.0,75.0,79.0,77.0,62.0,34.0,62.0
1630593,Wright IV,McKinley,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630593.png,Dallas Mavericks,68,69.0,69.0,76.0,84.0,50.0,45.0,74.0,25.0,50.0,25.0,32.0,25.0,45.0,77.0,25.0,71.0,42.0,52.0,79.0,70.0,69.0,50.0,84.0,84.0,32.0,83.0,80.0,78.0,80.0,70.0,75.0,84.0,66.0,72.0,41.0,60.0
1630639,Lawson,A.J.,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630639.png,Dallas Mavericks,67,70.0,68.0,75.0,55.0,60.0,50.0,68.0,45.0,75.0,52.0,52.0,55.0,42.0,75.0,48.0,60.0,55.0,39.0,67.0,60.0,65.0,50.0,74.0,74.0,34.0,80.0,85.0,80.0,80.0,62.0,69.0,69.0,64.0,37.0,37.0,38.0
203999,Jokic,Nikola,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203999.png,Denver Nuggets,98,98.0,98.0,84.0,82.0,95.0,98.0,91.0,90.0,75.0,94.0,95.0,95.0,90.0,90.0,70.0,61.0,53.0,56.0,37.0,71.0,56.0,55.0,63.0,62.0,93.0,63.0,97.0,80.0,83.0,93.0,76.0,60.0,98.0,93.0,68.0,93.0
1627750,Murray,Jamal,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627750.png,Denver Nuggets,88,85.0,83.0,84.0,83.0,95.0,98.0,85.0,30.0,82.0,38.0,46.0,74.0,78.0,84.0,35.0,74.0,43.0,40.0,74.0,67.0,70.0,65.0,79.0,79.0,54.0,80.0,95.0,85.0,78.0,83.0,88.0,77.0,85.0,73.0,38.0,52.0
203932,Gordon,Aaron,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203932.png,Denver Nuggets,84,82.0,66.0,80.0,62.0,98.0,98.0,84.0,95.0,95.0,58.0,60.0,74.0,85.0,95.0,74.0,76.0,40.0,62.0,76.0,75.0,68.0,75.0,71.0,67.0,72.0,92.0,95.0,90.0,84.0,65.0,62.0,66.0,60.0,54.0,68.0,65.0
1629008,Porter Jr.,Michael,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629008.png,Denver Nuggets,83,88.0,92.0,86.0,81.0,85.0,95.0,86.0,60.0,80.0,50.0,62.0,68.0,55.0,80.0,60.0,64.0,38.0,55.0,73.0,60.0,68.0,40.0,80.0,81.0,68.0,88.0,88.0,80.0,66.0,65.0,78.0,77.0,62.0,30.0,43.0,68.0
203484,Caldwell-Pope,Kentavious,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203484.png,Denver Nuggets,78,87.0,84.0,87.0,84.0,75.0,70.0,76.0,35.0,73.0,35.0,58.0,35.0,40.0,90.0,45.0,84.0,70.0,52.0,84.0,82.0,82.0,80.0,85.0,82.0,60.0,69.0,92.0,85.0,84.0,75.0,75.0,80.0,82.0,39.0,33.0,45.0
202704,Jackson,Reggie,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202704.png,Denver Nuggets,75,85.0,72.0,77.0,91.0,80.0,50.0,74.0,25.0,65.0,25.0,48.0,28.0,44.0,88.0,49.0,74.0,42.0,35.0,74.0,70.0,74.0,70.0,84.0,84.0,48.0,85.0,95.0,85.0,84.0,82.0,86.0,84.0,75.0,70.0,34.0,44.0
1630192,Nnaji,Zeke,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630192.png,Denver Nuggets,75,71.0,76.0,75.0,70.0,85.0,75.0,77.0,80.0,70.0,69.0,67.0,67.0,69.0,77.0,69.0,54.0,40.0,68.0,57.0,57.0,42.0,45.0,77.0,77.0,70.0,82.0,80.0,89.0,83.0,33.0,37.0,52.0,42.0,27.0,77.0,47.0
1628427,Cancar,Vlatko,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628427.png,Denver Nuggets,73,88.0,70.0,84.0,84.0,70.0,70.0,77.0,45.0,65.0,42.0,44.0,45.0,45.0,80.0,48.0,52.0,40.0,55.0,63.0,52.0,40.0,40.0,60.0,60.0,63.0,70.0,80.0,65.0,87.0,52.0,64.0,54.0,54.0,46.0,41.0,60.0
202397,Smith,Ish,False,https://cdn.nba.com/headshots/nba/latest/1040x760/202397.png,Denver Nuggets,73,75.0,74.0,79.0,55.0,65.0,50.0,75.0,25.0,30.0,25.0,32.0,25.0,62.0,81.0,25.0,74.0,37.0,57.0,77.0,64.0,52.0,50.0,87.0,87.0,32.0,70.0,80.0,78.0,83.0,86.0,86.0,87.0,85.0,74.0,33.0,57.0
203200,Holiday,Justin,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203200.png,Denver Nuggets,73,74.0,54.0,81.0,82.0,80.0,80.0,73.0,60.0,73.0,40.0,42.0,43.0,50.0,63.0,60.0,75.0,41.0,66.0,75.0,74.0,78.0,65.0,66.0,71.0,45.0,82.0,85.0,80.0,78.0,65.0,72.0,60.0,69.0,34.0,28.0,42.0
1631128,Braun,Christian,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631128.png,Denver Nuggets,73,77.0,82.0,84.0,63.0,75.0,75.0,69.0,25.0,80.0,25.0,55.0,36.0,45.0,72.0,40.0,70.0,43.0,55.0,70.0,68.0,70.0,70.0,83.0,83.0,46.0,83.0,93.0,80.0,80.0,69.0,69.0,74.0,68.0,32.0,49.0,57.0
201599,Jordan,DeAndre,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201599.png,Denver Nuggets,72,74.0,25.0,25.0,51.0,25.0,25.0,57.0,75.0,75.0,35.0,37.0,35.0,44.0,90.0,70.0,57.0,35.0,80.0,62.0,67.0,55.0,55.0,65.0,53.0,85.0,83.0,92.0,80.0,94.0,25.0,30.0,33.0,66.0,35.0,69.0,90.0
1631212,Watson,Peyton,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631212.png,Denver Nuggets,71,72.0,69.0,68.0,69.0,70.0,65.0,68.0,60.0,65.0,44.0,42.0,40.0,40.0,80.0,59.0,68.0,52.0,75.0,71.0,65.0,62.0,60.0,77.0,77.0,55.0,82.0,88.0,75.0,80.0,60.0,70.0,76.0,62.0,28.0,59.0,68.0
1631221,Gillespie,Collin,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631221.png,Denver Nuggets,68,74.0,75.0,80.0,87.0,50.0,50.0,74.0,40.0,54.0,31.0,46.0,40.0,37.0,95.0,33.0,62.0,38.0,56.0,74.0,60.0,58.0,55.0,82.0,82.0,33.0,72.0,85.0,80.0,80.0,79.0,77.0,82.0,75.0,57.0,35.0,53.0
1630296,Key,Braxton,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630296.png,Denver Nuggets,67,69.0,69.0,70.0,65.0,40.0,25.0,68.0,75.0,75.0,59.0,58.0,58.0,33.0,74.0,52.0,52.0,76.0,75.0,58.0,52.0,54.0,35.0,69.0,68.0,70.0,81.0,80.0,79.0,80.0,48.0,49.0,59.0,54.0,37.0,58.0,79.0
1630643,Huff,Jay,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630643.png,Denver Nuggets,67,77.0,72.0,77.0,77.0,50.0,40.0,64.0,65.0,60.0,62.0,62.0,62.0,38.0,80.0,62.0,32.0,32.0,69.0,34.0,62.0,54.0,50.0,48.0,47.0,62.0,62.0,80.0,85.0,77.0,50.0,43.0,33.0,60.0,38.0,64.0,68.0
1630595,Cunningham,Cade,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630595.png,Detroit Pistons,84,83.0,89.0,78.0,84.0,95.0,98.0,83.0,40.0,75.0,60.0,62.0,60.0,83.0,98.0,59.0,75.0,40.0,55.0,80.0,75.0,76.0,75.0,83.0,83.0,62.0,80.0,94.0,90.0,80.0,83.0,86.0,83.0,86.0,75.0,41.0,69.0
202711,Bogdanovic,Bojan,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202711.png,Detroit Pistons,82,96.0,87.0,85.0,89.0,85.0,95.0,79.0,40.0,70.0,49.0,60.0,64.0,84.0,70.0,54.0,78.0,36.0,32.0,77.0,75.0,62.0,70.0,67.0,62.0,60.0,72.0,93.0,75.0,84.0,77.0,74.0,66.0,82.0,52.0,35.0,52.0
1631093,Ivey,Jaden,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png,Detroit Pistons,80,73.0,81.0,77.0,73.0,95.0,95.0,85.0,30.0,85.0,44.0,42.0,44.0,82.0,90.0,59.0,71.0,41.0,45.0,82.0,70.0,69.0,65.0,92.0,92.0,54.0,85.0,92.0,85.0,80.0,84.0,86.0,92.0,84.0,76.0,42.0,52.0
1631105,Duren,Jalen,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631105.png,Detroit Pistons,79,91.0,57.0,35.0,62.0,50.0,75.0,79.0,80.0,80.0,60.0,49.0,54.0,79.0,80.0,72.0,62.0,40.0,72.0,67.0,72.0,66.0,60.0,73.0,73.0,81.0,84.0,89.0,90.0,80.0,59.0,59.0,59.0,50.0,33.0,91.0,86.0
1630164,Wiseman,James,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630164.png,Detroit Pistons,79,88.0,73.0,70.0,68.0,80.0,70.0,71.0,80.0,75.0,72.0,64.0,71.0,50.0,85.0,74.0,50.0,30.0,68.0,63.0,78.0,54.0,65.0,70.0,70.0,70.0,68.0,87.0,85.0,87.0,54.0,66.0,54.0,64.0,31.0,75.0,87.0
1628963,Bagley III,Marvin,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628963.png,Detroit Pistons,79,90.0,78.0,70.0,72.0,50.0,65.0,79.0,80.0,80.0,80.0,78.0,81.0,65.0,80.0,70.0,49.0,36.0,68.0,57.0,70.0,65.0,55.0,73.0,74.0,80.0,86.0,85.0,80.0,87.0,47.0,62.0,64.0,60.0,31.0,78.0,77.0
1628420,Morris,Monte,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628420.png,Detroit Pistons,79,90.0,87.0,83.0,82.0,85.0,85.0,79.0,25.0,50.0,28.0,45.0,32.0,70.0,80.0,44.0,62.0,40.0,37.0,70.0,52.0,55.0,35.0,83.0,83.0,41.0,72.0,85.0,80.0,81.0,94.0,86.0,83.0,94.0,72.0,33.0,54.0
1630191,Stewart,Isaiah,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630191.png,Detroit Pistons,78,89.0,76.0,75.0,74.0,65.0,60.0,76.0,75.0,70.0,75.0,64.0,80.0,70.0,79.0,70.0,54.0,33.0,60.0,60.0,72.0,42.0,50.0,63.0,62.0,80.0,70.0,89.0,87.0,77.0,44.0,34.0,52.0,50.0,33.0,67.0,82.0
1628977,Diallo,Hamidou,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1628977.png,Detroit Pistons,77,93.0,79.0,60.0,64.0,75.0,70.0,87.0,45.0,93.0,31.0,29.0,38.0,74.0,75.0,40.0,65.0,80.0,55.0,77.0,60.0,78.0,40.0,85.0,85.0,52.0,97.0,85.0,80.0,81.0,75.0,79.0,79.0,79.0,38.0,56.0,66.0
202692,Burks,Alec,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202692.png,Detroit Pistons,77,85.0,81.0,87.0,79.0,75.0,85.0,78.0,40.0,69.0,40.0,58.0,78.0,70.0,77.0,45.0,72.0,46.0,35.0,72.0,74.0,70.0,55.0,78.0,78.0,48.0,69.0,89.0,72.0,85.0,72.0,79.0,76.0,73.0,60.0,34.0,60.0
203925,Harris,Joe,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203925.png,Detroit Pistons,76,74.0,75.0,86.0,70.0,98.0,85.0,76.0,25.0,45.0,30.0,48.0,32.0,40.0,88.0,34.0,66.0,38.0,45.0,69.0,58.0,63.0,55.0,69.0,69.0,40.0,67.0,90.0,85.0,83.0,72.0,73.0,67.0,74.0,37.0,34.0,49.0
1641709,Thompson,Ausar,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1641709.png,Detroit Pistons,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630165,Hayes,Killian,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630165.png,Detroit Pistons,75,78.0,84.0,70.0,79.0,75.0,65.0,74.0,25.0,60.0,35.0,55.0,60.0,45.0,85.0,49.0,73.0,76.0,51.0,77.0,69.0,70.0,65.0,79.0,79.0,56.0,70.0,89.0,85.0,83.0,82.0,83.0,75.0,84.0,78.0,31.0,50.0
1630587,Livers,Isaiah,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630587.png,Detroit Pistons,74,72.0,86.0,80.0,77.0,85.0,75.0,76.0,25.0,65.0,26.0,32.0,35.0,44.0,80.0,37.0,65.0,41.0,61.0,74.0,60.0,60.0,55.0,73.0,73.0,55.0,71.0,85.0,66.0,82.0,68.0,70.0,70.0,65.0,29.0,36.0,50.0
203585,McGruder,Rodney,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203585.png,Detroit Pistons,73,85.0,73.0,84.0,72.0,88.0,65.0,60.0,35.0,50.0,30.0,42.0,41.0,45.0,80.0,50.0,79.0,42.0,30.0,79.0,79.0,74.0,70.0,71.0,69.0,45.0,70.0,75.0,70.0,81.0,68.0,74.0,67.0,69.0,35.0,45.0,54.0
